,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,PKG/A,HmG,RdG,G/90min,SC%,GWA,HmA,RdA,A/90min,FC,FS,OFF,YC,RC,SOG%,Year,Season,PKG,PKA
368,John DeBrito,KC ,D,10,8,621,0,0,5,3,0,0/0,0,0,0.0,0.0,0,0,0,0.0,15,3,1,0,0,60.0,1997,reg,0,0
369,John Jones,LA ,M,5,0,91,0,0,5,3,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,3,1,1,1,60.0,1997,reg,0,0
370,Silvio Rudman,CLB,M,6,2,191,0,0,5,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,1,1,1,0,40.0,1997,reg,0,0
371,Leonardo Squadrone,NE ,D,23,23,1881,0,0,5,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,39,9,2,3,0,20.0,1997,reg,0,0
372,Frank Yallop,TB ,D,27,27,2430,0,0,6,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,24,10,0,2,0,16.67,1997,reg,0,0
373,Kerry Zavagnin,MET,M,21,12,1089,0,0,8,3,0,0/0,0,0,0.0,0.0,0,0,0,0.0,12,11,1,2,0,37.5,1997,reg,0,0
374,Dan Calichman,LA ,D,32,32,2848,0,0,8,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,41,41,0,7,0,25.0,1997,reg,0,0
375,Mike Duhaney,TB ,D,27,25,2205,0,0,8,3,0,0/0,0,0,0.0,0.0,0,0,0,0.0,21,14,1,3,0,37.5,1997,reg,0,0
376,Rob Jachym,CLB,F,9,1,247,0,0,10,5,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,2,2,1,0,50.0,1997,reg,0,0
377,Ramiro Corrales,SJ ,M,14,11,1033,0,0,10,4,0,0/0,0,0,0.0,0.0,0,0,0,0.0,21,13,0,2,0,40.0,1997,reg,0,0
378,Rob Smith,CLB,M,25,8,1106,0,0,11,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,12,12,7,1,0,18.18,1997,reg,0,0
379,Steve Pittman,KC ,D,26,23,2068,0,0,13,3,0,0/0,0,0,0.0,0.0,0,0,0,0.0,26,11,1,5,0,23.08,1997,reg,0,0
380,Stern John,CLB,F,27,25,2170,26,5,116,47,6,1/1,20,6,1.08,22.4,1,4,1,0.21,55,68,39,2,0,40.52,1998,reg,1,1
381,Cobi Jones,LA ,M,24,24,2136,19,13,63,41,3,0/1,10,9,0.8,30.2,4,6,7,0.55,19,51,21,1,0,65.08,1998,reg,0,1
382,Raul Diaz Arce,NE ,F,32,32,2878,18,8,90,51,1,3/4,10,8,0.56,20.0,2,4,4,0.25,57,40,44,2,0,56.67,1998,reg,3,4
383,Roy Lassiter,DC ,F,31,29,2691,18,8,101,52,5,3/4,11,7,0.6,17.8,1,4,4,0.27,33,42,41,5,0,51.49,1998,reg,3,4
384,Welton,LA ,F,31,29,2435,17,11,63,37,3,0/0,8,9,0.63,27.0,2,5,6,0.41,45,36,33,1,1,58.73,1998,reg,0,0
385,Jaime Moreno,DC ,F,31,31,2610,16,11,87,48,2,3/5,8,8,0.55,18.4,2,4,7,0.38,42,60,15,2,1,55.17,1998,reg,3,5
386,Giovanni Savarese,MET,F,30,25,2163,14,7,61,37,2,1/2,10,4,0.58,23.0,2,6,1,0.29,48,44,23,3,0,60.66,1998,reg,1,2
387,Mauricio Cienfuegos,LA ,M,30,30,2640,13,16,36,25,5,4/5,10,3,0.44,36.1,4,5,11,0.55,34,54,9,3,0,69.44,1998,reg,4,5
388,Ronald Cerritos,SJ ,F,31,30,2702,13,12,87,50,5,1/2,5,8,0.43,14.9,2,5,7,0.4,14,38,41,4,0,57.47,1998,reg,1,2
389,Wolde Harris,COL,F,27,10,1133,13,4,42,22,2,1/1,6,7,1.03,31.0,1,2,2,0.32,18,16,19,2,0,52.38,1998,reg,1,1
390,Eduardo Hurtado,LA ,F,29,28,2526,11,15,101,48,2,0/0,10,1,0.39,10.9,5,11,4,0.53,64,67,26,6,0,47.52,1998,reg,0,0
391,Diego Serna,MIA,F,26,23,1988,11,9,77,38,5,0/0,9,2,0.5,14.3,1,7,2,0.41,56,89,14,10,1,49.35,1998,reg,0,0
392,Paul Bravo,COL,M,30,30,2579,11,8,90,39,3,1/2,6,5,0.38,12.2,2,4,4,0.28,34,40,17,5,0,43.33,1998,reg,1,2
393,Maurice Johnston,KC ,M-F,26,23,2080,11,2,60,34,2,0/0,6,5,0.48,18.3,0,1,1,0.09,34,23,9,1,2,56.67,1998,reg,0,0
394,Marco Etcheverry,DC ,M,29,29,2590,10,19,72,37,3,0/0,7,3,0.35,13.9,5,11,8,0.66,33,67,10,9,0,51.39,1998,reg,0,0
395,Preki,KC ,M,25,24,2164,10,13,86,33,2,3/4,7,3,0.42,11.6,3,8,5,0.54,22,38,5,2,0,38.37,1998,reg,3,4
396,Ante Razov,CHI,F,30,24,2091,10,9,88,41,2,0/0,7,3,0.43,11.4,3,5,4,0.39,30,26,32,2,0,46.59,1998,reg,0,0
397,Brian McBride,CLB,F,24,24,2117,10,7,80,30,3,2/3,7,3,0.43,12.5,1,5,2,0.3,26,68,17,2,0,37.5,1998,reg,2,3
398,Ross Paule,COL,M,30,29,2503,10,6,46,26,3,0/0,6,4,0.36,21.7,2,1,5,0.22,27,34,2,4,0,56.52,1998,reg,0,0
399,Roman Kosecki,CHI,F,25,25,1999,9,9,70,35,2,0/0,6,3,0.41,12.9,0,7,2,0.41,39,87,12,3,1,50.0,1998,reg,0,0
400,Mauricio Ramos,TB ,M,22,21,1932,9,9,85,29,2,0/0,3,6,0.42,10.6,2,5,4,0.42,9,22,1,2,0,34.12,1998,reg,0,0
401,Jason Kreis,DAL,M,30,30,2578,9,8,97,39,6,0/1,5,4,0.31,9.3,2,5,3,0.28,33,43,11,6,1,40.21,1998,reg,0,1
402,Jim Rooney,MET,M,28,23,2040,8,5,68,28,2,0/0,7,1,0.35,11.8,0,4,1,0.22,34,21,4,3,2,41.18,1998,reg,0,0
403,Josh Wolff,CHI,F,14,4,651,8,3,23,14,3,0/0,7,1,1.11,34.8,1,2,1,0.41,7,9,6,0,0,60.87,1998,reg,0,0
404,Jeff Cunningham,CLB,F,25,8,1076,8,1,47,20,2,0/0,4,4,0.67,17.0,1,1,0,0.08,15,19,12,1,0,42.55,1998,reg,0,0
405,Joe-Max Moore,NE ,F,21,21,1864,7,15,54,25,4,0/0,4,3,0.34,13.0,3,7,8,0.72,35,50,14,3,0,46.3,1998,reg,0,0
406,Alan Prampin,TB ,F,31,28,2450,7,11,44,24,2,0/0,3,4,0.26,15.9,3,5,6,0.4,18,33,41,2,0,54.55,1998,reg,0,0
407,Lubos Kubik,CHI,D,31,31,2790,7,8,67,24,4,4/4,4,3,0.23,10.4,1,5,3,0.26,28,36,0,4,0,35.82,1998,reg,4,4
408,Edwin Gorter,NE ,M,28,27,2394,7,7,72,25,0,0/0,2,5,0.26,9.7,0,2,5,0.26,27,20,3,5,0,34.72,1998,reg,0,0
409,Dante Washington,DAL,F,28,21,1852,7,5,51,28,1,0/0,7,0,0.34,13.7,1,2,3,0.24,18,27,25,1,0,54.9,1998,reg,0,0
410,Vitalis Takawira,KC ,F,29,21,1769,7,3,29,18,2,0/0,2,5,0.36,24.1,1,2,1,0.15,35,49,32,1,0,62.07,1998,reg,0,0
411,Musa Shannon,TB ,M-F,18,8,823,7,2,21,9,3,0/0,2,5,0.77,33.3,1,1,1,0.22,22,24,9,3,0,42.86,1998,reg,0,0
412,Martin Machon,LA ,M,31,29,2588,6,14,42,18,2,0/0,2,4,0.21,14.3,3,9,5,0.49,33,28,6,1,0,42.86,1998,reg,0,0
413,Jerzy Podbrozny,CHI,F,26,25,1979,6,14,47,22,0,0/0,2,4,0.27,12.8,4,13,1,0.64,20,26,6,4,0,46.81,1998,reg,0,0
414,Peter Nowak,CHI,M,24,24,1921,6,12,38,20,2,0/0,5,1,0.28,15.8,4,7,5,0.56,22,61,3,0,0,52.63,1998,reg,0,0
415,Carlos Hermosillo,LA ,F,18,18,1530,6,12,39,22,2,0/0,3,3,0.35,15.4,3,6,6,0.71,32,24,13,0,1,56.41,1998,reg,0,0
416,Paul Dougherty,MET,F,29,23,2015,6,12,53,24,0,0/1,4,2,0.27,11.3,4,7,5,0.54,22,36,2,1,0,45.28,1998,reg,0,1
417,Waldir,COL,F,23,17,1382,6,6,48,23,0,0/0,3,3,0.39,12.5,2,5,1,0.39,23,9,22,2,0,47.92,1998,reg,0,0
418,Paul Wright,KC ,F,30,25,2060,6,6,49,28,1,0/0,4,2,0.26,12.2,4,3,3,0.26,30,26,12,3,0,57.14,1998,reg,0,0
419,John Harkes,DC ,M,29,29,2600,6,6,50,21,3,0/0,4,2,0.21,12.0,1,5,1,0.21,28,34,10,3,0,42.0,1998,reg,0,0
420,Eric Wynalda,SJ ,F,16,16,1424,6,5,60,31,0,1/1,5,1,0.38,10.0,0,2,3,0.32,17,26,18,2,0,51.67,1998,reg,1,1
421,Frank Klopas,CHI,F,27,17,1497,6,4,28,14,1,0/0,4,2,0.36,21.4,1,1,3,0.24,33,31,23,3,0,50.0,1998,reg,0,0
422,Dan Stebbins,MIA,F,24,11,1263,6,3,25,13,2,0/0,3,3,0.43,24.0,0,2,1,0.21,19,26,15,1,0,52.0,1998,reg,0,0
423,Brian Kelly,MET,M,29,26,2160,6,3,48,18,1,0/0,3,3,0.25,12.5,0,3,0,0.13,18,34,16,2,0,37.5,1998,reg,0,0
424,Jason Farrell,CLB,F,28,24,2003,5,10,31,12,0,0/0,4,1,0.22,16.1,1,9,1,0.45,24,15,3,0,0,38.71,1998,reg,0,0
425,Clint Mathis,LA ,M,30,15,1550,5,10,50,14,3,0/0,3,2,0.29,10.0,0,5,5,0.58,23,19,4,5,1,28.0,1998,reg,0,0
426,Ezra Hendrickson,LA ,D,27,22,1946,5,8,24,14,0,0/0,2,3,0.23,20.8,5,6,2,0.37,38,7,5,4,0,58.33,1998,reg,0,0
427,Steve Ralston,TB ,M,30,29,2521,5,8,44,24,0,0/0,2,3,0.18,11.4,2,2,6,0.29,22,42,4,1,0,54.55,1998,reg,0,0
428,Paulinho McLaren,MIA,F,16,15,1176,5,6,30,13,0,1/1,3,2,0.38,16.7,1,4,2,0.46,15,26,31,1,0,43.33,1998,reg,1,1
429,Tony Sanneh,DC ,D,17,17,1367,5,6,33,17,1,0/0,2,3,0.33,15.2,2,4,2,0.4,28,13,4,2,0,51.52,1998,reg,0,0
430,Marcelo Balboa,COL,D,26,25,2290,5,5,67,21,1,0/0,2,3,0.2,7.5,1,4,1,0.2,10,32,1,2,0,31.34,1998,reg,0,0
431,Marcelo Herrera,MIA,M-F,17,17,1441,5,4,29,14,1,2/2,3,2,0.31,17.2,1,3,1,0.25,27,25,8,4,1,48.28,1998,reg,2,2
432,Imad Baba,NE ,M,30,29,2484,5,4,60,29,2,0/0,3,2,0.18,8.3,1,1,3,0.14,49,39,10,3,1,48.33,1998,reg,0,0
433,Henry Gutierrez,MIA,M,26,20,1784,5,3,34,16,1,0/0,3,2,0.25,14.7,1,1,2,0.15,40,28,0,7,1,47.06,1998,reg,0,0
434,Mickey Trotman,DAL,F,23,15,1278,5,3,43,17,0,0/0,3,2,0.35,11.6,1,0,3,0.21,29,33,18,3,0,39.53,1998,reg,0,0
